Story ID,Capability ID,Capability Name,Story Type,Actor,As a,I want,So that,Preconditions,Main Flow,Acceptance Criteria,Edge Cases,Primary Screens,APIs,Events,Errors,Tests,Cursor Prompt,Slice,Status
US-024-CONFIG,B-024,Client Lifecycle Timeline,CONFIG,Coach,Coach,configure and operate Client Lifecycle Timeline,the platform can deliver Client Lifecycle Timeline in first-party and/or tenant mode without custom code,tenant exists; actor authenticated; feature enabled where required; Core/DB/Payment adapter availability explicit,Open relevant surface (CS-006|CS-013|CS-018|OPS-003) -> perform action -> backend validates tenant/access/feature guards -> persist mutation/projection -> emit event/audit -> UI updates state.,"B-024 supports tenant-scoped happy path for Client Lifecycle Timeline | unauthorized actor is denied before mutation | forbidden cross-tenant access returns forbidden state and audit event | successful mutation emits expected domain event when applicable | UI exposes loading, empty, error, forbidden and success states | contract tests cover primary API endpoint and validation errors",adapter unavailable; stale projection; feature disabled; tenant suspended; cross-tenant access attempt; duplicate/idempotent request; revoked access,CS-006|CS-013|CS-018|OPS-003,/client-lifecycle,client.lifecycle_event_recorded,PB_ERR_TENANT_SCOPE_DENIED|PB_ERR_AUTH_REQUIRED,unit:guard; integration:mutation+outbox; contract:api; e2e:screen flow; security:tenant isolation,PB-CURSOR-007,MVP-S1,READY_FOR_G1_G4_HANDOFF
US-024-RUNTIME,B-024,Client Lifecycle Timeline,RUNTIME,Coach,Coach,use Client Lifecycle Timeline in the live journey/commerce experience,the client/coach flow works end-to-end with correct access and state,tenant exists; actor authenticated; feature enabled where required; Core/DB/Payment adapter availability explicit,Open relevant surface (CS-006|CS-013|CS-018|OPS-003) -> perform action -> backend validates tenant/access/feature guards -> persist mutation/projection -> emit event/audit -> UI updates state.,"B-024 supports tenant-scoped happy path for Client Lifecycle Timeline | unauthorized actor is denied before mutation | forbidden cross-tenant access returns forbidden state and audit event | successful mutation emits expected domain event when applicable | UI exposes loading, empty, error, forbidden and success states | contract tests cover primary API endpoint and validation errors",adapter unavailable; stale projection; feature disabled; tenant suspended; cross-tenant access attempt; duplicate/idempotent request; revoked access,CS-006|CS-013|CS-018|OPS-003,/client-lifecycle,client.lifecycle_event_recorded,PB_ERR_TENANT_SCOPE_DENIED|PB_ERR_AUTH_REQUIRED,unit:guard; integration:mutation+outbox; contract:api; e2e:screen flow; security:tenant isolation,PB-CURSOR-007,MVP-S1,READY_FOR_G1_G4_HANDOFF
US-024-CONTROL,B-024,Client Lifecycle Timeline,CONTROL,Platform Admin / Support,Platform Admin / Support,"inspect, support and audit Client Lifecycle Timeline","failures, permissions and incidents are diagnosable without unsafe data access",tenant exists; actor authenticated; feature enabled where required; Core/DB/Payment adapter availability explicit,Open relevant surface (CS-006|CS-013|CS-018|OPS-003) -> perform action -> backend validates tenant/access/feature guards -> persist mutation/projection -> emit event/audit -> UI updates state.,"B-024 supports tenant-scoped happy path for Client Lifecycle Timeline | unauthorized actor is denied before mutation | forbidden cross-tenant access returns forbidden state and audit event | successful mutation emits expected domain event when applicable | UI exposes loading, empty, error, forbidden and success states | contract tests cover primary API endpoint and validation errors",adapter unavailable; stale projection; feature disabled; tenant suspended; cross-tenant access attempt; duplicate/idempotent request; revoked access,CS-006|CS-013|CS-018|OPS-003,/client-lifecycle,client.lifecycle_event_recorded,PB_ERR_TENANT_SCOPE_DENIED|PB_ERR_AUTH_REQUIRED,unit:guard; integration:mutation+outbox; contract:api; e2e:screen flow; security:tenant isolation,PB-CURSOR-007,MVP-S1,READY_FOR_G1_G4_HANDOFF
US-025-CONFIG,B-025,Renewal / Upsell Trigger,CONFIG,Coach,Coach,configure and operate Renewal / Upsell Trigger,the platform can deliver Renewal / Upsell Trigger in first-party and/or tenant mode without custom code,tenant exists; actor authenticated; feature enabled where required; Core/DB/Payment adapter availability explicit,Open relevant surface (CS-006|CS-017|CL-014|CS-018) -> perform action -> backend validates tenant/access/feature guards -> persist mutation/projection -> emit event/audit -> UI updates state.,"B-025 supports tenant-scoped happy path for Renewal / Upsell Trigger | unauthorized actor is denied before mutation | forbidden cross-tenant access returns forbidden state and audit event | successful mutation emits expected domain event when applicable | UI exposes loading, empty, error, forbidden and success states | contract tests cover primary API endpoint and validation errors",adapter unavailable; stale projection; feature disabled; tenant suspended; cross-tenant access attempt; duplicate/idempotent request; revoked access,CS-006|CS-017|CL-014|CS-018,/renewals,renewal.triggered,PB_ERR_TENANT_SCOPE_DENIED|PB_ERR_AUTH_REQUIRED|PB_ERR_PAYMENT_REQUIRED|PB_ERR_AGREEMENT_REQUIRED|PB_ERR_PROVIDER_SYNC_FAILED,unit:guard; integration:mutation+outbox; contract:api; e2e:screen flow; security:tenant isolation,PB-CURSOR-011,MVP-S2,READY_FOR_G1_G4_HANDOFF
US-025-RUNTIME,B-025,Renewal / Upsell Trigger,RUNTIME,Coach,Coach,use Renewal / Upsell Trigger in the live journey/commerce experience,the client/coach flow works end-to-end with correct access and state,tenant exists; actor authenticated; feature enabled where required; Core/DB/Payment adapter availability explicit,Open relevant surface (CS-006|CS-017|CL-014|CS-018) -> perform action -> backend validates tenant/access/feature guards -> persist mutation/projection -> emit event/audit -> UI updates state.,"B-025 supports tenant-scoped happy path for Renewal / Upsell Trigger | unauthorized actor is denied before mutation | forbidden cross-tenant access returns forbidden state and audit event | successful mutation emits expected domain event when applicable | UI exposes loading, empty, error, forbidden and success states | contract tests cover primary API endpoint and validation errors",adapter unavailable; stale projection; feature disabled; tenant suspended; cross-tenant access attempt; duplicate/idempotent request; revoked access,CS-006|CS-017|CL-014|CS-018,/renewals,renewal.triggered,PB_ERR_TENANT_SCOPE_DENIED|PB_ERR_AUTH_REQUIRED|PB_ERR_PAYMENT_REQUIRED|PB_ERR_AGREEMENT_REQUIRED|PB_ERR_PROVIDER_SYNC_FAILED,unit:guard; integration:mutation+outbox; contract:api; e2e:screen flow; security:tenant isolation,PB-CURSOR-011,MVP-S2,READY_FOR_G1_G4_HANDOFF
US-025-CONTROL,B-025,Renewal / Upsell Trigger,CONTROL,Platform Admin / Support,Platform Admin / Support,"inspect, support and audit Renewal / Upsell Trigger","failures, permissions and incidents are diagnosable without unsafe data access",tenant exists; actor authenticated; feature enabled where required; Core/DB/Payment adapter availability explicit,Open relevant surface (CS-006|CS-017|CL-014|CS-018) -> perform action -> backend validates tenant/access/feature guards -> persist mutation/projection -> emit event/audit -> UI updates state.,"B-025 supports tenant-scoped happy path for Renewal / Upsell Trigger | unauthorized actor is denied before mutation | forbidden cross-tenant access returns forbidden state and audit event | successful mutation emits expected domain event when applicable | UI exposes loading, empty, error, forbidden and success states | contract tests cover primary API endpoint and validation errors",adapter unavailable; stale projection; feature disabled; tenant suspended; cross-tenant access attempt; duplicate/idempotent request; revoked access,CS-006|CS-017|CL-014|CS-018,/renewals,renewal.triggered,PB_ERR_TENANT_SCOPE_DENIED|PB_ERR_AUTH_REQUIRED|PB_ERR_PAYMENT_REQUIRED|PB_ERR_AGREEMENT_REQUIRED|PB_ERR_PROVIDER_SYNC_FAILED,unit:guard; integration:mutation+outbox; contract:api; e2e:screen flow; security:tenant isolation,PB-CURSOR-011,MVP-S2,READY_FOR_G1_G4_HANDOFF
US-026-CONFIG,B-026,Calendar Integration,CONFIG,Client + Coach,Client + Coach,configure and operate Calendar Integration,the platform can deliver Calendar Integration in first-party and/or tenant mode without custom code,tenant exists; actor authenticated; feature enabled where required; Core/DB/Payment adapter availability explicit,Open relevant surface (ADM-010|CS-004|CL-013|OPS-009) -> perform action -> backend validates tenant/access/feature guards -> persist mutation/projection -> emit event/audit -> UI updates state.,"B-026 supports tenant-scoped happy path for Calendar Integration | unauthorized actor is denied before mutation | forbidden cross-tenant access returns forbidden state and audit event | successful mutation emits expected domain event when applicable | UI exposes loading, empty, error, forbidden and success states | contract tests cover primary API endpoint and validation errors",adapter unavailable; stale projection; feature disabled; tenant suspended; cross-tenant access attempt; duplicate/idempotent request; revoked access,ADM-010|CS-004|CL-013|OPS-009,/calendar-integrations,calendar.export_requested,PB_ERR_TENANT_SCOPE_DENIED|PB_ERR_AUTH_REQUIRED,unit:guard; integration:mutation+outbox; contract:api; e2e:screen flow; security:tenant isolation,PB-CURSOR-012,MVP-S2,READY_FOR_G1_G4_HANDOFF
US-026-RUNTIME,B-026,Calendar Integration,RUNTIME,Client + Coach,Client + Coach,use Calendar Integration in the live journey/commerce experience,the client/coach flow works end-to-end with correct access and state,tenant exists; actor authenticated; feature enabled where required; Core/DB/Payment adapter availability explicit,Open relevant surface (ADM-010|CS-004|CL-013|OPS-009) -> perform action -> backend validates tenant/access/feature guards -> persist mutation/projection -> emit event/audit -> UI updates state.,"B-026 supports tenant-scoped happy path for Calendar Integration | unauthorized actor is denied before mutation | forbidden cross-tenant access returns forbidden state and audit event | successful mutation emits expected domain event when applicable | UI exposes loading, empty, error, forbidden and success states | contract tests cover primary API endpoint and validation errors",adapter unavailable; stale projection; feature disabled; tenant suspended; cross-tenant access attempt; duplicate/idempotent request; revoked access,ADM-010|CS-004|CL-013|OPS-009,/calendar-integrations,calendar.export_requested,PB_ERR_TENANT_SCOPE_DENIED|PB_ERR_AUTH_REQUIRED,unit:guard; integration:mutation+outbox; contract:api; e2e:screen flow; security:tenant isolation,PB-CURSOR-012,MVP-S2,READY_FOR_G1_G4_HANDOFF
US-026-CONTROL,B-026,Calendar Integration,CONTROL,Platform Admin / Support,Platform Admin / Support,"inspect, support and audit Calendar Integration","failures, permissions and incidents are diagnosable without unsafe data access",tenant exists; actor authenticated; feature enabled where required; Core/DB/Payment adapter availability explicit,Open relevant surface (ADM-010|CS-004|CL-013|OPS-009) -> perform action -> backend validates tenant/access/feature guards -> persist mutation/projection -> emit event/audit -> UI updates state.,"B-026 supports tenant-scoped happy path for Calendar Integration | unauthorized actor is denied before mutation | forbidden cross-tenant access returns forbidden state and audit event | successful mutation emits expected domain event when applicable | UI exposes loading, empty, error, forbidden and success states | contract tests cover primary API endpoint and validation errors",adapter unavailable; stale projection; feature disabled; tenant suspended; cross-tenant access attempt; duplicate/idempotent request; revoked access,ADM-010|CS-004|CL-013|OPS-009,/calendar-integrations,calendar.export_requested,PB_ERR_TENANT_SCOPE_DENIED|PB_ERR_AUTH_REQUIRED,unit:guard; integration:mutation+outbox; contract:api; e2e:screen flow; security:tenant isolation,PB-CURSOR-012,MVP-S2,READY_FOR_G1_G4_HANDOFF
US-027-CONFIG,B-027,Business Metrics Dashboard,CONFIG,Coach + Tenant Admin,Coach + Tenant Admin,configure and operate Business Metrics Dashboard,the platform can deliver Business Metrics Dashboard in first-party and/or tenant mode without custom code,tenant exists; actor authenticated; feature enabled where required; Core/DB/Payment adapter availability explicit,Open relevant surface (CS-018|CS-019|OPS-008) -> perform action -> backend validates tenant/access/feature guards -> persist mutation/projection -> emit event/audit -> UI updates state.,"B-027 supports tenant-scoped happy path for Business Metrics Dashboard | unauthorized actor is denied before mutation | forbidden cross-tenant access returns forbidden state and audit event | successful mutation emits expected domain event when applicable | UI exposes loading, empty, error, forbidden and success states | contract tests cover primary API endpoint and validation errors",adapter unavailable; stale projection; feature disabled; tenant suspended; cross-tenant access attempt; duplicate/idempotent request; revoked access,CS-018|CS-019|OPS-008,/analytics/business,analytics.metrics_rebuilt,PB_ERR_TENANT_SCOPE_DENIED|PB_ERR_AUTH_REQUIRED|PB_ERR_ANALYTICS_STALE|PB_ERR_METRIC_SCOPE_DENIED,unit:guard; integration:mutation+outbox; contract:api; e2e:screen flow; security:tenant isolation,PB-CURSOR-013,MVP-S2,READY_FOR_G1_G4_HANDOFF
US-027-RUNTIME,B-027,Business Metrics Dashboard,RUNTIME,Coach + Tenant Admin,Coach + Tenant Admin,use Business Metrics Dashboard in the live journey/commerce experience,the client/coach flow works end-to-end with correct access and state,tenant exists; actor authenticated; feature enabled where required; Core/DB/Payment adapter availability explicit,Open relevant surface (CS-018|CS-019|OPS-008) -> perform action -> backend validates tenant/access/feature guards -> persist mutation/projection -> emit event/audit -> UI updates state.,"B-027 supports tenant-scoped happy path for Business Metrics Dashboard | unauthorized actor is denied before mutation | forbidden cross-tenant access returns forbidden state and audit event | successful mutation emits expected domain event when applicable | UI exposes loading, empty, error, forbidden and success states | contract tests cover primary API endpoint and validation errors",adapter unavailable; stale projection; feature disabled; tenant suspended; cross-tenant access attempt; duplicate/idempotent request; revoked access,CS-018|CS-019|OPS-008,/analytics/business,analytics.metrics_rebuilt,PB_ERR_TENANT_SCOPE_DENIED|PB_ERR_AUTH_REQUIRED|PB_ERR_ANALYTICS_STALE|PB_ERR_METRIC_SCOPE_DENIED,unit:guard; integration:mutation+outbox; contract:api; e2e:screen flow; security:tenant isolation,PB-CURSOR-013,MVP-S2,READY_FOR_G1_G4_HANDOFF
US-027-CONTROL,B-027,Business Metrics Dashboard,CONTROL,Platform Admin / Support,Platform Admin / Support,"inspect, support and audit Business Metrics Dashboard","failures, permissions and incidents are diagnosable without unsafe data access",tenant exists; actor authenticated; feature enabled where required; Core/DB/Payment adapter availability explicit,Open relevant surface (CS-018|CS-019|OPS-008) -> perform action -> backend validates tenant/access/feature guards -> persist mutation/projection -> emit event/audit -> UI updates state.,"B-027 supports tenant-scoped happy path for Business Metrics Dashboard | unauthorized actor is denied before mutation | forbidden cross-tenant access returns forbidden state and audit event | successful mutation emits expected domain event when applicable | UI exposes loading, empty, error, forbidden and success states | contract tests cover primary API endpoint and validation errors",adapter unavailable; stale projection; feature disabled; tenant suspended; cross-tenant access attempt; duplicate/idempotent request; revoked access,CS-018|CS-019|OPS-008,/analytics/business,analytics.metrics_rebuilt,PB_ERR_TENANT_SCOPE_DENIED|PB_ERR_AUTH_REQUIRED|PB_ERR_ANALYTICS_STALE|PB_ERR_METRIC_SCOPE_DENIED,unit:guard; integration:mutation+outbox; contract:api; e2e:screen flow; security:tenant isolation,PB-CURSOR-013,MVP-S2,READY_FOR_G1_G4_HANDOFF
US-028-CONFIG,B-028,Drop-off / Client Risk Signal,CONFIG,Coach,Coach,configure and operate Drop-off / Client Risk Signal,the platform can deliver Drop-off / Client Risk Signal in first-party and/or tenant mode without custom code,tenant exists; actor authenticated; feature enabled where required; Core/DB/Payment adapter availability explicit,Open relevant surface (CS-018|CS-006|OPS-009) -> perform action -> backend validates tenant/access/feature guards -> persist mutation/projection -> emit event/audit -> UI updates state.,"B-028 supports tenant-scoped happy path for Drop-off / Client Risk Signal | unauthorized actor is denied before mutation | forbidden cross-tenant access returns forbidden state and audit event | successful mutation emits expected domain event when applicable | UI exposes loading, empty, error, forbidden and success states | contract tests cover primary API endpoint and validation errors",adapter unavailable; stale projection; feature disabled; tenant suspended; cross-tenant access attempt; duplicate/idempotent request; revoked access,CS-018|CS-006|OPS-009,/analytics/risk-signals,client.risk_signal_detected,PB_ERR_TENANT_SCOPE_DENIED|PB_ERR_AUTH_REQUIRED|PB_ERR_ANALYTICS_STALE|PB_ERR_METRIC_SCOPE_DENIED,unit:guard; integration:mutation+outbox; contract:api; e2e:screen flow; security:tenant isolation,PB-CURSOR-007,MVP-S2,READY_FOR_G1_G4_HANDOFF
US-028-RUNTIME,B-028,Drop-off / Client Risk Signal,RUNTIME,Coach,Coach,use Drop-off / Client Risk Signal in the live journey/commerce experience,the client/coach flow works end-to-end with correct access and state,tenant exists; actor authenticated; feature enabled where required; Core/DB/Payment adapter availability explicit,Open relevant surface (CS-018|CS-006|OPS-009) -> perform action -> backend validates tenant/access/feature guards -> persist mutation/projection -> emit event/audit -> UI updates state.,"B-028 supports tenant-scoped happy path for Drop-off / Client Risk Signal | unauthorized actor is denied before mutation | forbidden cross-tenant access returns forbidden state and audit event | successful mutation emits expected domain event when applicable | UI exposes loading, empty, error, forbidden and success states | contract tests cover primary API endpoint and validation errors",adapter unavailable; stale projection; feature disabled; tenant suspended; cross-tenant access attempt; duplicate/idempotent request; revoked access,CS-018|CS-006|OPS-009,/analytics/risk-signals,client.risk_signal_detected,PB_ERR_TENANT_SCOPE_DENIED|PB_ERR_AUTH_REQUIRED|PB_ERR_ANALYTICS_STALE|PB_ERR_METRIC_SCOPE_DENIED,unit:guard; integration:mutation+outbox; contract:api; e2e:screen flow; security:tenant isolation,PB-CURSOR-007,MVP-S2,READY_FOR_G1_G4_HANDOFF
US-028-CONTROL,B-028,Drop-off / Client Risk Signal,CONTROL,Platform Admin / Support,Platform Admin / Support,"inspect, support and audit Drop-off / Client Risk Signal","failures, permissions and incidents are diagnosable without unsafe data access",tenant exists; actor authenticated; feature enabled where required; Core/DB/Payment adapter availability explicit,Open relevant surface (CS-018|CS-006|OPS-009) -> perform action -> backend validates tenant/access/feature guards -> persist mutation/projection -> emit event/audit -> UI updates state.,"B-028 supports tenant-scoped happy path for Drop-off / Client Risk Signal | unauthorized actor is denied before mutation | forbidden cross-tenant access returns forbidden state and audit event | successful mutation emits expected domain event when applicable | UI exposes loading, empty, error, forbidden and success states | contract tests cover primary API endpoint and validation errors",adapter unavailable; stale projection; feature disabled; tenant suspended; cross-tenant access attempt; duplicate/idempotent request; revoked access,CS-018|CS-006|OPS-009,/analytics/risk-signals,client.risk_signal_detected,PB_ERR_TENANT_SCOPE_DENIED|PB_ERR_AUTH_REQUIRED|PB_ERR_ANALYTICS_STALE|PB_ERR_METRIC_SCOPE_DENIED,unit:guard; integration:mutation+outbox; contract:api; e2e:screen flow; security:tenant isolation,PB-CURSOR-007,MVP-S2,READY_FOR_G1_G4_HANDOFF
US-029-CONFIG,B-029,Revenue Reporting,CONFIG,Coach + Tenant Admin,Coach + Tenant Admin,configure and operate Revenue Reporting,the platform can deliver Revenue Reporting in first-party and/or tenant mode without custom code,tenant exists; actor authenticated; feature enabled where required; Core/DB/Payment adapter availability explicit,Open relevant surface (CS-019|CS-018|OPS-010) -> perform action -> backend validates tenant/access/feature guards -> persist mutation/projection -> emit event/audit -> UI updates state.,"B-029 supports tenant-scoped happy path for Revenue Reporting | unauthorized actor is denied before mutation | forbidden cross-tenant access returns forbidden state and audit event | successful mutation emits expected domain event when applicable | UI exposes loading, empty, error, forbidden and success states | contract tests cover primary API endpoint and validation errors",adapter unavailable; stale projection; feature disabled; tenant suspended; cross-tenant access attempt; duplicate/idempotent request; revoked access,CS-019|CS-018|OPS-010,/analytics/revenue,revenue.report_generated,PB_ERR_TENANT_SCOPE_DENIED|PB_ERR_AUTH_REQUIRED|PB_ERR_PAYMENT_REQUIRED|PB_ERR_AGREEMENT_REQUIRED|PB_ERR_PROVIDER_SYNC_FAILED,unit:guard; integration:mutation+outbox; contract:api; e2e:screen flow; security:tenant isolation,PB-CURSOR-011,MVP-S2,READY_FOR_G1_G4_HANDOFF
US-029-RUNTIME,B-029,Revenue Reporting,RUNTIME,Coach + Tenant Admin,Coach + Tenant Admin,use Revenue Reporting in the live journey/commerce experience,the client/coach flow works end-to-end with correct access and state,tenant exists; actor authenticated; feature enabled where required; Core/DB/Payment adapter availability explicit,Open relevant surface (CS-019|CS-018|OPS-010) -> perform action -> backend validates tenant/access/feature guards -> persist mutation/projection -> emit event/audit -> UI updates state.,"B-029 supports tenant-scoped happy path for Revenue Reporting | unauthorized actor is denied before mutation | forbidden cross-tenant access returns forbidden state and audit event | successful mutation emits expected domain event when applicable | UI exposes loading, empty, error, forbidden and success states | contract tests cover primary API endpoint and validation errors",adapter unavailable; stale projection; feature disabled; tenant suspended; cross-tenant access attempt; duplicate/idempotent request; revoked access,CS-019|CS-018|OPS-010,/analytics/revenue,revenue.report_generated,PB_ERR_TENANT_SCOPE_DENIED|PB_ERR_AUTH_REQUIRED|PB_ERR_PAYMENT_REQUIRED|PB_ERR_AGREEMENT_REQUIRED|PB_ERR_PROVIDER_SYNC_FAILED,unit:guard; integration:mutation+outbox; contract:api; e2e:screen flow; security:tenant isolation,PB-CURSOR-011,MVP-S2,READY_FOR_G1_G4_HANDOFF
US-029-CONTROL,B-029,Revenue Reporting,CONTROL,Platform Admin / Support,Platform Admin / Support,"inspect, support and audit Revenue Reporting","failures, permissions and incidents are diagnosable without unsafe data access",tenant exists; actor authenticated; feature enabled where required; Core/DB/Payment adapter availability explicit,Open relevant surface (CS-019|CS-018|OPS-010) -> perform action -> backend validates tenant/access/feature guards -> persist mutation/projection -> emit event/audit -> UI updates state.,"B-029 supports tenant-scoped happy path for Revenue Reporting | unauthorized actor is denied before mutation | forbidden cross-tenant access returns forbidden state and audit event | successful mutation emits expected domain event when applicable | UI exposes loading, empty, error, forbidden and success states | contract tests cover primary API endpoint and validation errors",adapter unavailable; stale projection; feature disabled; tenant suspended; cross-tenant access attempt; duplicate/idempotent request; revoked access,CS-019|CS-018|OPS-010,/analytics/revenue,revenue.report_generated,PB_ERR_TENANT_SCOPE_DENIED|PB_ERR_AUTH_REQUIRED|PB_ERR_PAYMENT_REQUIRED|PB_ERR_AGREEMENT_REQUIRED|PB_ERR_PROVIDER_SYNC_FAILED,unit:guard; integration:mutation+outbox; contract:api; e2e:screen flow; security:tenant isolation,PB-CURSOR-011,MVP-S2,READY_FOR_G1_G4_HANDOFF
